LA,LO
48.2833,9.95
48.2667,10.05
48.5281,9.7377
48.55,10.0167
48.5359,9.8041
48.5167,10.1667
48.2667,10
48.3,9.9833
48.55,10
48.5167,9.95
48.25,9.5833
48.2,9.65
48.2333,9.6333
48.2167,9.6333
48.3667,9.7333
48.3333,9.7167
48.2167,9.65
48.2667,9.7833
48.3,9.8333
48.2333,9.5667
48.2333,9.55
48.1833,9.6833
48.1667,9.6667
48.2833,9.8
48.2333,9.6833
48.2333,9.6167
48.2,9.7
47.7667,7.8333
47.8,7.8167
47.75,7.7667
47.6833,7.8
48.1345,11.571
48.0727,11.6023
48.05,11.6167
48.0483,11.5317
48.0333,11.6
47.9586,11.5674
47.95,11.4333
48,11.5167
48.0167,11.4833
47.9833,11.4667
48.127,11.3665
48.0664,11.3834
48.2078,11.3278
48.1052,11.421
48.1,11.4
48.1185,11.4445
48.169,11.351
48.1908,11.3755
48.1021,11.2977
48.2163,11.2631
48.1721,11.3212
48.0667,11.25
48.0833,11.2
48.15,11.3
48.1825,11.2464
48.1333,11.0333
48.1546,11.0821
48.1833,11.2833
48.1833,11.1167
48.2332,11.0644
48.0833,11.1167
48.2833,11.1667
48.1167,11.1667
48.1667,11.1333
48.1167,11.1333
48.1667,11.1667
48.2179,11.1376
48.25,11.1
48.25,11.1667
48.1333,11.2
48.1167,11.0833
47.9904,11.3463
47.9107,11.2806
47.95,11.3
47.9667,11.3
47.9833,11.1833
47.8667,11.3
47.762,11.3664
47.7902,11.0575
47.8,11
47.7833,11.1333
47.7667,11.1667
47.75,11.3
47.75,10.9833
47.7917,11.2
47.7333,11.2833
47.7667,11.3167
47.7333,11.2167
47.9,11.1833
47.8167,11.1333
47.9167,11.1
47.7333,10.9667
47.8333,11.3
47.7167,11.3333
47.8833,11.0333
47.8667,11.15
47.7,10.95
47.7,11.2333
47.6682,11.0465
47.6833,11
47.7333,11.1833
47.6,11.1833
47.6833,11.3
47.6333,11.2333
47.6667,11.0333
47.65,11.3167
47.6167,11.15
47.7167,11.2
47.5,11.1
47.4298,11.2656
47.5974,11.0652
47.5667,11.1
47.5314,11.1115
47.4833,11.0167
47.5,11.2833
47.5607,11.131
47.6167,11.0333
47.5167,11.2833
47.9075,11.4273
47.8695,11.4687
47.9,11.3667
47.9167,11.5167
47.8559,11.4074
47.8167,11.4833
47.855,12.1232
47.861,12.0107
47.8844,11.9223
47.8466,12.0649
47.7895,12.1093
47.8595,12.1528
47.7788,12.0011
47.6667,12.1667
47.8333,12.2
47.6185,12.1659
47.9,12.3
47.7399,12.1037
47.9333,12.0167
47.8856,12.0744
47.7922,12.3078
47.774,12.1398
48,12.4167
47.7638,12.1965
47.991,12.3086
47.9333,12.3833
47.9525,12.2791
47.95,12.3333
47.9833,12.3833
47.9,12.2
47.9333,12.1333
47.9833,12.25
47.9333,12.2333
47.7817,12.4349
47.7833,12.4833
47.8176,12.4832
47.6587,12.5281
47.7333,12.4667
47.7667,12.4667
47.886,12.3403
47.8667,12.4167
47.7167,12.4
47.87,12.6388
47.9552,12.5924
48.0175,12.5346
47.8333,12.65
47.853,12.7868
47.7425,12.6367
47.9167,12.7167
47.7572,12.7498
47.8913,12.5384
48.0833,12.5667
47.8036,12.5828
48,12.6333
47.8422,12.5475
47.9667,12.4667
47.8667,12.7
47.9,12.6
47.9167,12.8167
47.85,12.6167
47.8387,12.9743
47.8054,12.9567
47.936,12.936
47.9994,12.8321
47.875,12.9417
47.95,12.85
47.7242,12.879
47.7627,12.9002
47.8013,12.8651
47.7167,12.9
47.6833,12.8
47.6301,13.004
47.65,12.95
47.7,13.0333
48.1833,12.2
48.0667,12.3667
48.0667,12.1667
48.05,12.1167
48.1167,12.1167
48.1792,12.3041
48.0833,12.2667
48.05,12.2333
48.0316,12.056
48,12.1833
48.15,12.1
48.0167,12.15
48.1167,12.1667
48.1167,12.2
48.1167,12.3333
47.95,12.1833
47.8818,11.6988
47.9,11.85
47.85,11.6
47.9065,11.668
47.9,11.7833
47.8333,11.7333
47.8667,11.8
47.7333,11.55
47.7547,11.5678
47.6833,11.5667
47.7653,11.6894
47.7424,11.4552
47.7,11.4
47.7167,11.4167
47.75,11.5833
47.6,11.4333
47.7667,11.6167
47.7667,11.6333
47.8,11.65
47.7054,11.7696
47.7,11.7667
47.7167,11.7167
47.65,11.75
47.7861,11.8372
47.7333,11.8667
47.7167,11.95
47.7597,11.8284
47.6667,12.0167
47.8184,11.8989
48.6,11.7667
48.2707,12.152
48.3374,12.1974
48.2667,12.2833
48.2667,12.25
48.2167,12.0667
48.2167,12.1333
48.3167,12.2833
48.25,12.3167
48.25,12.3667
48.3833,12.1333
48.4,12.05
48.2667,12.05
48.2,12.2833
48.3833,12.0833
48.2058,12.41
48.158,12.8137
48.3333,12.55
48.3167,12.45
48.3167,12.5
48.3667,12.5
48.2262,12.6586
48.2833,12.5833
48.2457,12.6821
48.0523,12.7734
48.25,12.85
48.25,12.8833
48.2167,12.9
48.2833,12.4333
48.2667,12.4167
48.2636,12.6562
48.4,12.45
48.2,12.7667
48.1167,12.55
48.1333,12.6833
48.1667,12.3833
48.2,12.7
48.0667,12.6667
48.0876,12.6459
48.1833,12.7833
48.2667,12.4667
48.3,12.3833
48.1833,12.5167
48.3,12.7833
48.2667,12.7667
48.3,12.6
48.2833,12.7333
48.3333,12.4333
48.2333,12.6167
48.2167,12.6
48.1667,12.6167
48.7667,11.4147
48.8974,11.1716
48.7157,11.5182
48.8251,11.3669
48.6667,11.4667
48.8167,11.5
48.7667,11.5333
48.8,11.4667
48.8167,11.6833
48.6667,11.45
48.9533,11.3973
48.8333,11.2167
48.8667,11.3667
48.8,11.3
48.7833,11.2333
48.8167,11.3167
48.7295,11.5678
48.8178,11.4611
48.85,11.3167
48.6833,11.4167
49,11.3833
48.7667,11.6833
48.8,11.2333
48.8333,11.5833
48.95,11.2
48.9,11.1
49,11.2167
48.9167,11.3
48.8333,11.4167
48.2619,11.4452
48.3633,11.3861
48.25,11.3667
48.2967,11.1866
48.4084,11.4684
48.2902,11.4724
48.3333,11.4833
48.3,11.35
48.3859,11.2535
48.3333,11.3
48.2833,11.2667
48.3667,11.4667
48.3833,11.4167
48.5,11.5
48.5963,11.631
48.684,11.6117
48.4667,11.5167
48.6167,11.5667
48.5,11.4667
48.5112,11.5817
48.5,11.3667
48.4833,11.5
48.4333,11.4167
48.4833,11.5667
48.6167,11.4667
48.3938,11.7331
48.5,11.95
48.2921,11.6534
48.4329,11.5881
48.4833,11.7167
48.5,11.7667
48.3095,11.744
48.4,11.6167
48.5333,11.8
48.45,11.7667
48.55,11.95
48.4167,11.5333
48.55,11.8667
48.4342,11.8432
48.4,11.8
48.5167,11.9
48.3001,11.9082
48.3167,11.85
48.3667,12
48.2833,11.85
48.4,11.9833
48.2333,11.9
48.3833,11.9333
48.3167,11.9833
48.3667,11.9
48.223,11.8044
48.4333,11.9667
48.2333,11.85
48.25,11.9667
48.0624,11.6686
48.1,11.7333
48.0855,11.975
48.0167,11.9167
48.2167,11.8833
48.186,11.8693
48.0833,11.6833
48.1711,11.8053
48.1101,11.7689
48.0892,11.83
48.1719,11.7226
48.0824,11.855
47.9891,12.0039
48.148,11.7434
47.9833,11.8667
47.95,11.9
48.0833,11.75
48.0167,11.7333
48.0833,11.7167
48.0833,12.0333
48.1502,11.8486
48.0167,11.6833
48.2,11.8
47.9667,11.7833
48,11.8
48.1833,11.9833
48.1667,11.9167
48.05,11.7
48.15,12
48.0333,11.8833
48.0167,11.8167
48.2,11.95
48.2708,11.576
48.2174,11.6629
48.2292,11.4547
48.2488,11.5677
48.1884,11.6584
48.3497,11.5639
48.3122,11.5488
48.5669,11.2583
48.6,11.3833
48.5333,11.3
48.6333,11.25
48.6333,11.3
48.5,11.2333
48.4333,11.3333
48.6,11.2167
48.5833,11.3333
48.75,11.0667
48.7,11.0167
48.6833,11.3
48.6667,11.2167
48.7667,11.2667
48.6333,11.1
48.6833,11.1667
48.7167,11.3167
48.1167,10.8167
48.0667,10.8
48.0528,10.8689
47.9453,11.0969
48.0867,10.8595
48.0333,11.0833
47.9167,10.85
48.0833,11.0333
48.0167,11
47.9333,10.8167
48.0667,11.0833
48.0713,10.9242
48.2,10.9167
48.0333,10.9167
47.9167,10.9333
47.9,10.9667
48.1667,10.9
48.05,11.0833
48.05,10.9333
47.95,10.9667
47.9833,10.8333
47.95,10.9167
48.1167,10.9167
48.0667,11.0333
47.8105,10.8882
47.8,10.9333
47.8167,10.8667
47.9,10.9333
47.7333,10.7833
47.7833,10.8167
47.85,10.9
47.8167,10.7833
47.8833,10.9167
47.6833,10.8
47.8333,10.8333
47.8333,10.8333
47.7,10.8667
48.8726,11.0745
48.8833,11
48.8,11.1
49.0315,11.4738
48.9,11.65
48.8512,11.6439
48.5359,12.1523
48.5543,12.1602
48.5,12.1667
48.6035,11.7728
48.6134,12.2188
48.6833,12.2
48.7667,12.2333
48.6667,11.9667
48.5158,11.9954
48.8,12.3167
48.8167,12.05
48.7,11.7167
48.65,11.85
48.7,12.3
48.7,11.8167
48.6,12.0333
48.8,12.0667
48.6576,12.0307
48.6,12.3167
48.6167,11.95
48.65,12.3333
48.6,11.8833
48.6,12.05
48.6381,12.4907
48.4475,12.3475
48.4356,12.5628
48.4754,12.2543
48.3667,12.25
48.7224,12.4449
48.3833,12.3833
48.55,12.5333
48.55,12.5667
48.6833,12.5
48.55,12.2667
48.5333,12.4667
48.45,12.1667
48.4167,12.2
48.4885,12.3758
48.4833,12.4167
48.65,12.5333
48.5333,12.3667
48.6167,12.4333
48.4,12.2167
48.6167,12.3833
48.45,12.1167
48.6667,12.3833
48.35,12.3333
48.3991,12.7479
48.3911,12.6093
48.4667,12.65
48.35,12.7833
48.4,12.8167
48.5293,12.7478
48.35,12.7333
48.3833,12.6667
48.4419,12.9443
48.45,13.1
48.3167,12.9
48.3148,12.8963
48.3167,12.9333
48.4,13.0167
48.5,12.9167
48.5333,12.95
48.3333,12.9833
48.5333,13.0667
48.25,12.9667
48.4167,12.9
48.3333,12.6667
48.9333,12.05
48.909,11.8759
48.8109,11.8595
48.9667,11.6833
48.9333,11.7833
48.85,12
48.9333,11.8667
49,11.8167
48.7597,11.845
48.9,12.0167
48.7333,11.8333
48.7333,11.9167
49.1287,12.993
48.5732,13.4506
48.6546,13.6252
48.3946,13.3131
48.7333,13.6
48.3407,13.3039
48.8154,13.548
48.5222,13.3157
48.75,13.75
48.3608,13.1924
48.35,13.2
48.725,13.4
48.7167,13.4167
48.5833,13.6667
48.6,13.7833
48.6833,13.4766
48.7333,13.7
48.6167,13.4833
48.6683,13.5116
48.5665,13.6215
48.7333,13.5333
48.6167,13.5333
48.7,13.8
48.3,13.15
48.7167,13.4667
48.8,13.65
48.8333,13.7667
48.8167,13.6
48.3455,13.2457
48.3667,13.1167
48.8833,13.5833
48.6808,13.3804
48.7792,13.4409
48.8667,13.6833
48.8167,13.4833
48.6534,13.4083
48.7833,13.35
48.6833,13.7167
48.3167,13.0833
48.4333,13.2667
48.7667,13.3167
48.9682,13.1279
49.0123,13.2256
49.0333,13.25
49.0928,12.9128
48.9667,12.9667
48.9833,12.9833
48.9667,13
49.05,12.9833
49.0333,13
49.0635,13.1044
48.9667,12.9333
49.1167,13.2
48.9167,13.0833
49.0667,13.0333
49.1051,13.03
48.9833,13.3
49.05,12.8667
49.0167,13.15
49.0167,12.9833
49.1,12.8333
48.95,13.2
48.8835,12.5797
48.9115,12.695
48.8167,12.5667
48.8448,12.6245
48.8333,12.3833
48.95,12.75
48.9488,12.727
48.7667,12.5167
48.8333,12.7167
48.85,12.75
49.0333,12.5333
48.95,12.4667
48.9997,12.6397
48.9,12.4833
49,12.6
49.0333,12.7167
49,12.7
48.95,12.55
49.0667,12.7167
49.0833,12.65
48.9764,12.6803
48.9833,12.7667
48.8,12.65
48.9167,12.6
48.95,12.8
48.85,12.4333
48.9,12.4667
49.0833,12.75
49.0333,12.6667
49.05,12.6667
49,12.8167
48.5656,12.6315
48.5667,12.8167
48.6087,12.8256
48.6994,12.6512
48.5672,12.7377
48.65,12.6
48.6,12.9333
48.7775,12.8788
48.8447,12.9584
48.7,13.0167
48.7657,13.045
48.5455,13.2183
48.55,13.1167
48.6,13.0833
48.5667,13.1
48.75,13.1833
48.9313,13.3643
48.7333,12.75
48.8667,12.9167
48.7333,12.9167
48.6833,13.3
48.8,13.1
48.7167,13.2
48.7,12.9167
48.8833,13.3
48.7167,13.3333
48.9,12.9833
48.8,13.15
48.5,13.15
48.6763,13.1192
48.85,13.4833
48.7302,13.1382
48.85,13.2667
48.6667,13.0833
48.85,13.1333
48.85,13.1833
48.8333,12.8
48.8833,13.4833
48.7667,13.0333
48.8882,12.7985
48.8667,12.8667
48.7,12.8333
48.7667,12.8167
48.9,13.4167
48.8167,12.8
48.842,13.0706
48.8342,13.2371
48.6842,12.8762
48.6275,13.2156
48.7333,13.0667
48.8,13.2667
48.8333,12.1333
49.2986,11.2897
49.5,11.5667
49.7522,11.7265
49.4502,11.848
49.4983,11.7517
49.5416,11.9401
49.4192,11.8883
49.6092,11.8023
49.55,12.0167
49.5333,11.8
49.4333,11.75
49.4167,11.6333
49.4,11.95
49.5667,11.7
49.35,11.9333
49.5333,11.5833
49.4,12.05
49.6167,11.9167
49.5333,11.8833
49.55,11.5333
49.3,11.8
49.4588,11.694
49.6167,11.6333
49.3654,11.6034
49.4835,11.8283
49.3167,11.95
49.2667,11.9333
49.4019,11.7536
49.1763,11.7302
49.15,11.75
49.1064,11.4404
49.2006,11.3294
49.3053,11.3572
49.2515,11.6345
49.25,11.4
49.0833,11.6167
49.2167,11.5333
49.3167,11.5
49.2333,11.4667
49.3236,12.0993
49.3472,12.3579
49.2667,12.3167
49.3167,12.1833
49.3555,12.5333
49.3,12.4333
49.3833,12.35
49.2833,12.1833
49.4543,12.1844
49.3815,12.1341
49.4583,12.4186
49.5369,12.1517
49.5006,12.1983
49.5167,12.55
49.4,12.2833
49.4167,12.4167
49.45,12.2833
49.45,12.3667
49.4167,12.0833
49.5,12.6167
49.4167,12.1333
49.4833,12.3833
49.3833,12.4667
49.5167,12.2667
49.4833,12.5667
49.4333,12.4833
49.6735,12.1661
49.7,12.2333
49.6187,12.3572
49.6989,11.8675
49.7833,12.1
49.7997,12.1589
49.7833,11.8167
49.8403,12.0447
49.7228,12.279
49.7706,11.9325
49.5833,12.5333
49.6333,12.1
49.7333,12.35
49.7,12.4167
49.6167,12.2333
49.65,12.2167
49.8333,12.1
49.6,12.25
49.5833,12.15
49.65,12.05
49.6,12.4167
49.7333,12.0667
49.6333,12.1667
49.65,12.4167
49.75,12.2333
49.65,12.1667
49.7333,12
49.7333,12.2167
49.5333,12.3333
49.5,12.3333
49.8,11.9
49.6395,12.4902
49.6667,12.3333
49.6333,12.0667
49.0168,12.0954
48.9834,12.2042
48.9833,12.0667
48.9713,12.175
48.9167,12.2
48.8667,12.2833
49.0021,12.1974
49.0333,12.2167
48.9,12.2167
48.9333,12.2
48.95,12.2333
48.9,12.3667
48.8667,12.2167
48.9667,12.3833
48.8833,12.35
48.9167,12.35
49.0167,12.1833
48.9167,12.1667
49.0167,12.3833
49.1289,12.1288
49.2061,12.0409
49.0569,12.09
49.2025,12.0981
49.2099,12.2631
49.0308,11.9902
49.0383,11.8522
49.2375,12.1011
49,12.0333
49.1,11.9
49.0667,11.8833
49.1,12.4833
49.1,12.25
49.0756,12.1942
49.0967,11.8083
49.1,12.3
49.0667,12.4
49.0333,11.9
49.1167,11.9167
49.15,11.9667
49.1333,12.55
49.0667,12
49.0667,11.9667
49.1833,12.35
49.0667,12.45
49.1833,12.3833
49.1,11.9833
49.0833,12.1
49.1444,12.4141
49.2142,12.6583
49.1953,12.5163
49.3084,12.8443
49.3681,12.701
49.15,12.65
49.3,12.9167
49.1922,13.0531
49.2,12.75
49.1424,12.7726
49.1833,13.1
49.2667,12.8167
49.2,13
49.1667,12.8167
49.3167,12.7333
49.2,12.8833
49.2,12.9333
49.2667,12.6167
49.2333,12.55
49.2167,12.7667
49.35,12.6
49.2667,12.5333
49.4167,12.6167
49.2667,12.6667
49.25,12.6667
49.1387,12.7236
49.8689,11.895
49.9,11.8667
49.9,11.9
49.8167,11.8333
49.8,11.7333
49.8167,11.75
49.8789,12.3369
50.0163,12.3186
49.9476,12.2667
49.8167,12.4333
49.9045,12.1843
49.9833,12.0667
49.95,11.9
49.95,11.9333
49.8833,12.1167
49.9167,12.15
50.0167,12.2333
49.9167,12.5333
49.9833,12.45
49.9333,11.9667
49.9667,12.1667
49.7833,12.3167
49.9333,12
49.6333,11.1333
49.6,11.1667
49.6,11.1167
49.6622,11.0908
49.65,11.0667
49.6667,11.0667
49.7512,11.5395
49.7693,11.4072
49.6833,11.4167
49.7,11.35
49.6669,11.4644
49.8167,11.5833
49.7717,11.1717
49.65,11.25
49.7667,11.3333
49.7711,11.0581
49.6925,10.9835
49.6245,11.2401
49.85,11.35
49.8,11.2667
49.9,11.2167
49.7003,11.261
49.7667,10.9833
49.6667,11.3167
49.7333,11.15
49.6833,11.15
49.7,11.1
49.75,11.1833
49.8167,11.1833
49.75,11.1167
49.6333,11.25
49.7167,11.1333
50.3209,11.9172
50.1659,12.1293
50.2486,12.0354
50.3379,11.7001
50.3552,11.6484
50.262,11.934
50.3197,11.7682
50.1514,11.9505
50.1,11.8667
50.1244,12.0163
50.2667,11.85
50.3333,11.6
50.2833,11.95
50.3629,11.9479
50.3667,11.9333
50.3833,11.8667
50.3167,12.0167
50.3833,11.7167
50.3333,11.85
50.3,11.8
50.3833,11.6667
50.3,12.05
50.0833,11.9833
50.2667,11.75
50.1,12.1
50.1831,11.7857
50.2368,11.7159
50.1667,11.8333
50.15,11.6833
50.1833,11.85
50.1053,11.4426
50.1,11.3833
50.1167,11.6
50.1,11.6
50.1592,11.5086
50.0213,11.4085
50.1749,11.644
50.2333,11.55
50.2,11.5833
50.15,11.5667
50.0333,11.35
50.1,11.5333
50.1333,11.5833
50.1333,11.5667
50.2,11.4667
50.0667,11.55
50.1333,11.5167
49.9461,11.5762
50.007,11.5924
49.9412,11.7227
49.9333,11.7833
49.8833,11.7833
49.8397,11.6254
49.8333,11.6833
49.8667,11.5667
50.1,11.75
49.9833,11.7833
49.9333,11.4833
49.9167,11.4667
49.85,11.4333
50.0493,11.7933
49.9,11.5333
49.8833,11.45
50.0167,11.6833
50.0333,11.5667
49.9667,11.5333
50.0553,11.6103
49.9,11.5167
50.1,11.65
49.9167,11.5167
50.0167,11.5
49.8833,11.3333
49.9,11.65
49.9,11.7167
50.0103,12.1007
50.0374,11.9994
50.052,12.1801
50.0167,12.0167
50.0167,11.85
49.9667,11.85
49.9833,11.9167
50.0833,12.2333
50.0706,12.1255
50.0167,11.95
49.8934,10.8911
49.92,10.8758
49.9714,11.0266
49.819,10.9942
49.9333,10.95
49.9145,10.823
49.9144,11.0103
49.8452,10.9622
49.7567,10.6193
49.8667,10.8333
49.8268,10.7436
49.9385,11.2886
50.1833,10.85
49.9885,10.8485
49.95,10.8667
49.8333,10.6
49.8218,11.063
49.8466,10.5012
49.8167,10.8667
50.0333,10.8
49.95,10.8667
49.95,11.1667
49.9667,10.7833
49.9,10.7167
49.8833,10.7333
49.9333,10.8167
49.8333,10.9333
49.7667,10.8167
50.0167,10.8833
50.0147,10.8272
50,11.2
49.9333,10.7833
49.8667,10.7833
50.0333,11.1333
49.9833,11.3
50.0149,10.9284
50.1403,11.0555
50.1356,11.2499
50.099,10.9962
50.3333,11.15
50.218,11.131
50.0635,10.9571
50.1862,10.99
50.1833,11.2
50.0833,11.2333
50.1333,11.25
50.2548,11.215
50.1833,10.95
50.15,10.9
50.1627,11.1855
50.2167,11.2
50.2403,11.3215
50.1912,11.2668
50.3429,11.3054
50.4853,11.3887
50.3,11.2667
50.2845,11.4952
50.2902,11.4448
50.3201,11.3806
50.3833,11.3833
50.244,11.4138
50.3667,11.5
50.4,11.45
50.2017,11.345
50.2585,10.9579
50.2883,11.0276
50.3333,10.7833
50.25,10.8833
50.3334,10.901
50.3333,10.9667
50.2833,11
50.2167,10.9833
49.4504,11.0778
49.4438,10.9605
49.4357,10.9726
49.3491,11.1436
49.3783,11.2218
49.5833,11.25
49.4636,10.86
49.4833,10.8833
49.35,11.3
49.5393,11.1562
49.5667,11.1333
49.3976,10.8856
49.4942,10.7897
49.2496,11.2255
49.5333,10.8667
49.5333,10.9167
49.5047,10.8936
49.3602,11.2517
49.3249,11.1227
49.4,10.6833
49.3833,11.3
49.4134,10.7854
49.4,10.8667
49.5333,10.8333
49.45,10.6
49.4706,10.9971
49.5888,11.0098
49.6,11.05
49.5704,10.8897
49.6,11.0833
49.6167,11.05
49.6167,11.0667
49.6538,11.0312
49.6167,10.8333
49.5833,10.8333
49.6333,11.0167
49.65,10.8833
49.6289,10.9117
49.6511,11.0094
49.3,10.9833
49.3053,11.0703
49.3321,11.0302
49.2597,11.1457
49.1818,11.2162
49.1804,11.0121
49.064,11.3313
49.1757,10.9228
49.0959,11.2212
49.1309,11.1214
49.25,10.9667
49.2678,11.0589
49.1515,11.032
49.35,10.8833
49.5081,11.4317
49.5547,11.3366
49.5,11.5167
49.4517,11.31
49.5,11.4667
49.6,11.5167
49.4333,11.55
49.45,11.4167
49.4667,11.4
49.5,11.3833
49.55,11.4167
49.5167,11.35
49.5167,11.3833
49.6,11.35
49.55,11.5
49.7167,10.9
49.6869,10.9386
49.7,10.8333
49.5007,10.4077
49.6643,10.4611
49.553,10.703
49.4833,10.7167
49.5957,10.6268
49.4833,10.65
49.6167,10.5333
49.65,10.7
49.5667,10.5333
49.5167,10.3333
49.62,10.7065
49.6167,10.6333
49.5333,10.7667
49.4667,10.3833
49.5224,10.4755
49.6167,10.5167
49.6971,10.7642
49.6485,10.425
49.5833,10.35
49.7,10.55
49.6333,10.6
49.7167,10.4333
49.6,10.4333
49.6667,10.7333
49.6833,10.6333
49.3007,10.5692
49.376,10.1795
49.0667,10.3256
49.1678,10.3312
49.3413,10.7966
49.2833,10.7833
49.233,10.5064
49.1637,10.5549
49.25,10.8167
49.2919,10.4162
49.3,10.75
49.3,10.1833
49.2833,10.2667
49.2477,10.4155
49.45,10.3167
49.2333,10.5833
49.1333,10.4667
49.3667,10.4167
49.25,10.2833
49.1167,10.3833
49.4407,10.5224
49.45,10.2667
49.35,10.2
49.3667,10.3
49.3,10.1667
49.3569,10.4892
49.45,10.3667
49.0167,10.3667
49.3667,10.2167
49.4167,10.4333
49.45,10.4667
49.4699,10.2088
49.4,10.5833
49.3,10.65
49.1705,10.2321
49.4167,10.2167
49.35,10.6167
49.25,10.15
49.1667,10.4833
49.0142,10.4017
49.4,10.3
49.2581,10.2418
49.2333,10.7333
49.128,10.7704
49.0391,10.5995
49.0167,10.75
49.159,10.8513
49.15,10.6167
49.05,10.8
49.0833,10.5333
49.05,10.5167
49.0667,10.7167
49.1833,10.7667
49.1,10.45
49.2,10.7
49.2167,10.7833
49.1667,10.65
49.1167,10.8333
49.05,10.5667
49.0806,10.8578
49.0833,10.6333
49.0333,10.45
49.2,10.6333
49,10.6667
49.0667,10.4833
48.9527,10.9156
49.1016,10.9859
48.9278,10.9662
49.05,11.1333
49.0333,11.1
49.0167,11.1333
49.0667,10.9667
49.05,10.8667
49.0833,11.05
49.0667,11.0167
48.9,10.9333
49.0167,10.85
49.0333,10.8167
48.9333,10.7167
48.9,11
49.7333,10.5823
49.7469,10.7251
49.5667,10.2667
49.5333,10.1333
49.5333,10.25
49.5814,10.1252
49.6,10.2333
49.5667,10.1
49.6,10.1333
49.9757,9.1478
49.9303,9.0859
50.0079,9.2218
49.996,9.1777
50.0818,9.157
50.0027,9.0619
49.9817,9.09
49.8469,9.1623
50.0667,9.2667
50.0667,9.2333
50.0826,9.2463
50.1,9.25
50.1167,9.2
50.1167,9.2667
50.0833,9.2167
50.1167,9.3667
49.8719,9.1678
49.9122,9.1369
50.0082,9.2715
49.9014,9.2217
49.8462,9.0912
49.9694,9.2686
49.9819,9.2768
49.9653,9.3939
49.82,9.2575
50,9.15
50.0333,9.1333
49.8833,9.1667
50.0278,9.3754
50.0667,9.35
49.8892,9.2956
49.8581,9.3072
49.9035,9.2991
50.0167,9.25
49.9277,9.3758
49.7036,9.2606
49.6431,9.2273
49.7272,9.2253
49.7228,9.2147
49.7114,9.1792
49.7136,9.2714
49.7056,9.3292
49.6189,9.1778
49.7914,9.2658
49.7731,9.2461
49.6397,9.2472
49.6653,9.2186
50.0953,10.7944
50.1971,10.6724
50.2167,10.6167
50.0167,10.7
49.77,10.4687
50.05,10.7167
50.15,10.7333
49.8833,10.6167
50.0667,10.8
49.9667,10.7167
50.1333,10.85
49.7971,9.9337
49.6711,10.0498
49.7859,9.8959
49.8244,9.8792
49.7753,9.9936
49.8564,9.9583
49.8978,9.8172
49.7904,10.0247
49.8284,9.9986
49.6481,9.948
49.7317,9.9183
49.7594,9.9825
49.7167,9.75
49.55,10.0667
49.9,10.0667
49.8833,10.0833
49.5167,10
49.6,9.8801
49.7333,10
49.8833,10.1667
49.8597,9.8442
49.6333,10
49.5667,10.0167
49.6,10
49.6836,9.9022
49.8167,9.7667
49.8697,9.905
49.7611,9.71
49.7994,9.815
49.9239,9.8017
49.65,9.8667
49.7461,9.845
49.7003,9.8447
49.85,10.0333
49.8619,9.8049
49.8375,9.8639
49.7297,9.6711
49.8667,10.1333
49.8033,9.6915
49.9125,9.8819
49.5572,9.9781
49.5103,9.9711
49.4944,9.9367
49.7,10.0333
49.7,10.0167
49.75,10.0333
49.9422,9.8594
49.8783,9.8492
49.7947,9.7306
49.8667,10.05
49.7883,9.8467
49.7667,10.0833
49.7361,10.1598
49.75,10.1369
49.7833,10.15
49.75,10.2333
49.7667,10.1667
49.8641,10.2269
49.8333,10.2
49.8017,10.1618
49.6167,10.15
49.6667,10.1333
49.6683,10.1436
49.7,10.1167
49.65,10.1667
49.6333,10.2167
49.6975,10.2585
49.688,10.2937
49.7333,10.25
49.6833,10.2333
49.71,10.2167
49.7859,10.341
49.75,10.3
49.7667,10.35
49.7411,10.3508
49.7667,10.2833
49.7667,10.3667
49.8167,10.35
50.05,10.2333
50.0376,10.5186
49.9905,10.0942
49.9016,10.346
49.8833,10.3167
49.978,9.9638
50.0513,10.3021
50.0685,10.2242
50.0667,10.1833
50.0216,10.276
49.9819,10.5553
49.9718,10.6666
50.1833,10.3667
50.1,10.15
50.15,10.4333
50.0082,10.1818
50.2167,10.5167
50.1333,10.65
49.9,10.4
49.9667,10.4167
49.9962,10.6919
50.0667,10.1333
50.0333,10.35
50.05,10.15
50.0002,10.1982
49.9837,10.3162
49.9167,10.2333
49.8667,10.3333
49.9271,10.6333
49.8667,10.4167
50.1667,10.2167
50.1,10.4667
49.9833,10.2167
49.9167,10.1333
49.9833,10.25
50.0333,10.2667
49.95,10.3333
50.0111,10.4278
50.0833,10.2667
49.95,10.1333
50.1,10.0333
49.9167,10.1667
50.0167,10.4667
50.3,10.2167
50.3667,10.2333
50.2833,10.1833
50.2833,10.2333
50.3167,10.2833
50.35,10.3
50.35,10.25
50.3167,10.1833
50.3747,10.2551
50.3,10.4167
50.3333,10.5
50.3667,10.45
50.3333,10.4333
50.2667,10.3667
50.3167,10.5833
50.4278,10.3027
50.4,10.2833
50.4,10.35
50.5,10.25
50.5167,10.15
50.4,10.2
50.4333,10.1333
50.35,10
50.1972,10.0694
50.2526,10.1966
50.2667,10
50.2667,10.0833
50.1833,10.2833
50.1433,10.1342
50.15,10.0333
50.1333,10.0333
50.2217,10.125
50.1989,9.9582
50.2667,10.1833
50.15,9.9667
50.1076,9.9262
50.1333,10.0667
49.955,9.7728
50.1067,9.8913
50.3091,9.7871
50.3667,9.9167
50.15,9.65
